Date,Open,High,Low,Close,Volume,Adj Close
2013-04-01,46.52,46.670002,46.150002,46.310001,7089400,41.470352
2013-03-01,43.740009,47.25,43.510002,46.580009,4151300,41.712143
2013-02-01,41.850002,44.740005,39.470001,44.010006,4565200,39.410721
2013-01-02,40.130005,42.739998,39.529999,41.419998,3644800,36.826504
2012-12-03,37.25,39.880005,35.110008,39.84,3543700,35.42173
2012-11-01,35.819996,37.350002,32.950005,37.140003,3620600,33.021164
2012-10-01,36.439995,38.419998,34.829998,35.830009,4004600,31.580711
2012-09-04,34.459999,37.25,33.710007,36.32,5794700,32.012592
2012-08-01,32.969997,35.150009,31.490004,34.560001,3720200,30.461323
2012-07-02,28.910004,33.660007,28.290003,32.809998,4965500,28.687616
2012-06-01,28.450003,30.260004,27.290007,28.910004,4187100,25.277634
2012-05-01,33.229996,33.610008,28.610003,29.199999,5334500,25.531191
2012-04-02,35.099998,35.590004,31.960005,33.310005,5058900,28.868704
2012-03-01,35.18,36.500008,34.159996,35.099998,4967600,30.420031
2012-02-01,31.479998,36.000004,30.860006,35.150009,6145800,30.463373
2012-01-03,30.229998,32.580006,29.449999,31.140003,4915400,26.765179
2011-12-01,28.250002,29.850002,26.979998,29.60,4090400,25.44153
2011-11-01,26.730005,29.409998,25.359999,28.400003,5753600,24.410118
2011-10-03,23.049995,29.249998,21.549995,27.699999,5387600,23.591715
2011-09-01,27.090006,28.309999,23.170002,23.249996,7439000,19.801708
2011-08-01,30.310003,30.310003,22.900005,27.150003,7402900,23.123293
2011-07-01,30.019999,31.57,28.750004,29.700001,5214500,25.019848
2011-06-01,31.020006,31.259998,26.249996,29.819998,7862300,25.120934
2011-05-02,32.34,33.010002,29.950003,31.219997,5423300,26.300322
2011-04-01,30.300005,31.500004,28.619999,30.880003,5647800,25.802217
2011-03-01,27.849998,30.410006,24.880001,30.179998,6210800,25.217318
2011-02-01,29.110004,30.439999,26.709999,27.780003,5386300,23.211967
2011-01-03,27.500006,29.640003,27.210003,28.879999,6331500,23.97673
2010-12-01,25.450001,27.500006,25.109997,27.240007,4206900,22.615177
2010-11-01,25.540005,26.590002,24.260002,24.970005,5879400,20.730577
2010-10-01,22.059998,25.330006,21.439997,25.280005,7398600,20.888424
2010-09-01,20.969997,23.640001,20.770006,21.749996,8224000,17.97164
2010-08-02,24.660006,25.280005,19.330004,20.459995,6549200,16.905735
2010-07-01,22.820002,25.790007,21.959995,24.200003,7047400,19.88175
2010-06-01,22.820002,26.969997,21.040005,22.629997,9454400,18.591898
2010-05-03,26.950003,27.129997,20.50,23.23,9384100,19.084835
2010-04-01,24.830002,29.249998,24.830002,26.740002,7249500,21.858366
2010-03-01,23.399998,27.290007,23.299997,24.610004,7302600,20.117218
2010-02-01,23.24,24.880001,21.660006,23.170002,7632700,18.940102
2010-01-04,27.190006,28.610003,22.629997,22.910004,5706900,18.706682
2009-12-01,25.800005,27.789999,25.269997,26.780005,4229900,21.86665
2009-11-02,22.519999,25.920002,21.909996,25.450001,4721100,20.780664
2009-10-01,22.259998,25.400003,20.380001,22.309999,6852200,18.198524
2009-09-01,22.860003,25.300001,20.799999,22.230005,7814100,18.133272
2009-08-03,19.140001,22.989998,18.870005,22.950006,8707600,18.720587
2009-07-01,15.219999,19.57,13.82,18.810005,7904800,15.324507
2009-06-01,14.609997,15.960006,12.26,15.129996,9274500,12.326404
